CourseID,Hole,POI,Location,SideOfFairway,Latitude,Longitude
141520665343800921,15,Green,B,C,36.5864079,-121.9490314
141520665343800921,15,"Tee Front",C,C,36.5858324,-121.9496701
141520665343800921,15,"Tee Back",C,C,36.5856041,-121.9500295
141520665343800921,16,Green,F,C,36.5850347,-121.9510458
141520665343800921,16,Green,C,C,36.5850181,-121.9512533
141520665343800921,16,Green,B,C,36.5849884,-121.9514625
141520665343800921,16,"Tee Front",C,C,36.5863148,-121.9477711
141520665343800921,16,"Tee Back",C,C,36.5867434,-121.9472722
141520665343800921,17,Green,F,C,36.5829869,-121.9535264
141520665343800921,17,Green,C,C,36.5829248,-121.953562
141520665343800921,17,Green,B,C,36.5828535,-121.9536111
141520665343800921,17,"Tee Front",C,C,36.5847921,-121.9524677
141520665343800921,17,"Tee Back",C,C,36.585042,-121.9519124
141520665343800921,18,Green,F,C,36.5809636,-121.9563603
141520665343800921,18,Green,C,C,36.5808851,-121.956499
141520665343800921,18,Green,B,C,36.5808269,-121.9566308
141520665343800921,18,"Tee Front",C,C,36.5822528,-121.953562
141520665343800921,18,"Tee Back",C,C,36.582535,-121.9528271
141520722853256062,1,Green,F,C,29.0749675,-81.0539555
141520722853256062,1,Green,C,C,29.074978,-81.0540802
141520722853256062,1,Green,B,C,29.0749968,-81.0542184
141520722853256062,1,"Tee Front",C,C,29.0753047,-81.0503868
141520722853256062,1,"Tee Back",C,C,29.0757442,-81.0498705
141520722853256062,2,Green,F,C,29.0772379,-81.0555323
141520722853256062,2,Green,C,C,29.0773305,-81.0556276
141520722853256062,2,Green,B,C,29.0774044,-81.0557362
141520722853256062,2,"Tee Front",C,C,29.0750738,-81.0552872
141520722853256062,2,"Tee Back",C,C,29.0744889,-81.0552363
141520722853256062,3,Green,F,C,29.0796914,-81.0545245
141520722853256062,3,Green,C,C,29.0798005,-81.0544373
141520722853256062,3,Green,B,C,29.0799095,-81.0543354
141520722853256062,3,"Tee Front",C,C,29.0778446,-81.055998
141520722853256062,3,"Tee Back",C,C,29.0772632,-81.0563172
141520722853256062,4,Green,F,C,29.0814264,-81.0531552
141520722853256062,4,Green,C,C,29.0815026,-81.0530392
141520722853256062,4,Green,B,C,29.0815494,-81.0529487
141520722853256062,4,"Tee Front",C,C,29.0808439,-81.0538978
141520722853256062,4,"Tee Back",C,C,29.0806177,-81.0542492
141520722853256062,5,Green,F,C,29.0839005,-81.0497099
141520722853256062,5,Green,C,C,29.0839298,-81.0495691
141520722853256062,5,Green,B,C,29.0839661,-81.0494431
141520722853256062,5,"Tee Front",C,C,29.0822632,-81.0518071
141520722853256062,5,"Tee Back",C,C,29.0817311,-81.0521987
141520722853256062,6,Green,F,C,29.0827283,-81.0485267
141520722853256062,6,Green,C,C,29.0826193,-81.0485569
141520722853256062,6,Green,B,C,29.0825056,-81.0485964
141520722853256062,6,"Tee Front",C,C,29.0834962,-81.048453
141520722853256062,6,"Tee Back",C,C,29.0840236,-81.0484181
141520722853256062,7,Green,F,C,29.0803973,-81.0515392
141520722853256062,7,Green,C,C,29.0803106,-81.0516606
141520722853256062,7,Green,B,C,29.0802215,-81.0517846
141520722853256062,7,"Tee Front",C,C,29.0817921,-81.0495741
141520722853256062,7,"Tee Back",C,C,29.0822257,-81.048571
141520722853256062,8,Green,F,C,29.0759932,-81.0535203
141520722853256062,8,Green,C,C,29.0759897,-81.0536498
141520722853256062,8,Green,B,C,29.0759651,-81.0538047
141520722853256062,8,"Tee Front",C,C,29.0792487,-81.0525246
141520722853256062,8,"Tee Back",C,C,29.0800176,-81.0524065
141520722853256062,9,Green,F,C,29.0760875,-81.0505894
141520722853256062,9,Green,C,C,29.0762457,-81.0505458
141520722853256062,9,Green,B,C,29.0763641,-81.0504941
141520722853256062,9,"Tee Front",C,C,29.0755332,-81.0530932
141520722853256062,9,"Tee Back",C,C,29.0755028,-81.0538764
141520722853256062,10,Green,F,C,29.0726018,-81.0517417
141520722853256062,10,Green,C,C,29.0725033,-81.0518242
141520722853256062,10,Green,B,C,29.0724002,-81.0518946
141520722853256062,10,"Tee Front",C,C,29.0741525,-81.0494923
141520722853256062,10,"Tee Back",C,C,29.0748862,-81.0487118
141520722853256062,11,Green,F,C,29.0689102,-81.052147
141520722853256062,11,Green,C,C,29.0687871,-81.0521276
141520722853256062,11,Green,B,C,29.068684,-81.0521148
141520722853256062,11,"Tee Front",C,C,29.0710897,-81.0521008
141520722853256062,11,"Tee Back",C,C,29.0720181,-81.0522939
141520722853256062,12,Green,F,C,29.0673172,-81.0473207
141520722853256062,12,Green,C,C,29.067241,-81.0472423
141520722853256062,12,Green,B,C,29.0671882,-81.0471678
141520722853256062,12,"Tee Front",C,C,29.0673247,-81.0507597
141520722853256062,12,"Tee Back",C,C,29.0680468,-81.0519479
141520722853256062,13,Green,F,C,29.0691344,-81.0447713
141520722853256062,13,Green,C,C,29.0691063,-81.0446191
141520722853256062,13,Green,B,C,29.0690793,-81.0444883
141520722853256062,13,"Tee Front",C,C,29.0689517,-81.0454931
141520722853256062,13,"Tee Back",C,C,29.0684805,-81.0466143
141520722853256062,14,Green,F,C,29.071639,-81.0422805
141520722853256062,14,Green,C,C,29.0717046,-81.0421598
141520722853256062,14,Green,B,C,29.0717656,-81.0420324
141520722853256062,14,"Tee Front",C,C,29.0704673,-81.0445155
141520722853256062,14,"Tee Back",C,C,29.0698226,-81.0449929
141520722853256062,15,Green,F,C,29.075188,-81.0447847
141520722853256062,15,Green,C,C,29.0752736,-81.0448578
141520722853256062,15,Green,B,C,29.0753579,-81.0449242
141520722853256062,15,"Tee Front",C,C,29.0727905,-81.0423442
141520722853256062,15,"Tee Back",C,C,29.0719606,-81.041722
141520722853256062,16,Green,F,C,29.0716617,-81.0461154
141520722853256062,16,Green,C,C,29.0715515,-81.0462026
141520722853256062,16,Green,B,C,29.0714484,-81.046275
141520722853256062,16,"Tee Front",C,C,29.0740482,-81.0450412
141520722853256062,16,"Tee Back",C,C,29.0749695,-81.0451458
141520722853256062,17,Green,F,C,29.0715457,-81.0490337
141520722853256062,17,Green,C,C,29.0715808,-81.0491953
141520722853256062,17,Green,B,C,29.0716184,-81.0493489
141520722853256062,17,"Tee Front",C,C,29.071548,-81.0480547
141520722853256062,17,"Tee Back",C,C,29.071398,-81.0470381
141520722853256062,18,Green,F,C,29.0746008,-81.047889
141520722853256062,18,Green,C,C,29.074698,-81.0479185
141520722853256062,18,Green,B,C,29.0747953,-81.0479346
141520722853256062,18,"Tee Front",C,C,29.0723791,-81.0485683
141520722853256062,18,"Tee Back",C,C,29.071997,-81.0490404
